objectid,filename,image_thumb,image_small,object_download,filename_original,compare_id,repeat,title,creator,date,date_text,location,latitude,longitude,description,subject,source,rights,format
fcrnrw_025b,fcrnrw_025b.jpg,/objects/thumbs/fcrnrw_025b_th.jpg,/objects/small/fcrnrw_025b_sm.jpg,/objects/fcrnrw_025b.jpg,2300.0150_Hay Meadows at Cabin Creek_Ervin Bobo_ 1955.jpg,fcrnrw_025,,Ervin Bobo at the hay meadows of Cabin Creek,Creator Unknown,1955,1955,"Cabin Creek; Big Creek; Frank Church-River of No Return Wilderness, ID",45.132,-114.945,,Cabin Creek; Cabin Creek meadows; Forest Service stock; riparian; riparian vegetation; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Payette National Forest Heritage Program, Payette National Forest",,image/jpeg
fcrnrw_026a,fcrnrw_026a.jpg,/objects/thumbs/fcrnrw_026a_th.jpg,/objects/small/fcrnrw_026a_sm.jpg,/objects/fcrnrw_026a.jpg,DSC_0407.JPG,fcrnrw_026,1680.0236_Winter Range on Cabin Creek D-8_1954 (2 of 3).jpg,Cabin Creek looking north,Micaela Petrini,2019-06-24,2019-06-24,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1348,-114.9235,,Cabin Creek; winter range; elk; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_026b,fcrnrw_026b.jpg,/objects/thumbs/fcrnrw_026b_th.jpg,/objects/small/fcrnrw_026b_sm.jpg,/objects/fcrnrw_026b.jpg,1680.0236_Winter Range on Cabin Creek D-8_1954 (2 of 3).jpg,fcrnrw_026,,Winter Range on Cabin Creek,Creator Unknown,1954,1954,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1348,-114.9235,,Cabin Creek; winter range; elk; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Payette National Forest Heritage Program, Payette National Forest",,image/jpeg
fcrnrw_027a,fcrnrw_027a.jpg,/objects/thumbs/fcrnrw_027a_th.jpg,/objects/small/fcrnrw_027a_sm.jpg,/objects/fcrnrw_027a.jpg,DSC_0007.JPG,fcrnrw_027,1680.0538_Cabin Creek_Cabin Protection_Clem Pope_(ca 1993) (3).jpg,"Small cabin built by Merl Wallace at Cabin Creek, restored",Micaela Petrini,2019-06-12,2019-06-12,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1393,-114.9306,,Merl Wallace; Flying W Ranch; Cabin Creek; cabin; building restoration; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_027b,fcrnrw_027b.jpg,/objects/thumbs/fcrnrw_027b_th.jpg,/objects/small/fcrnrw_027b_sm.jpg,/objects/fcrnrw_027b.jpg,1680.0538_Cabin Creek_Cabin Protection_Clem Pope_(ca 1993) (3).jpg,fcrnrw_027,,"Small cabin built by Merl Wallace at Cabin Creek, restored",Clem Pope,1993,1993,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1393,-114.9306,,Merl Wallace; Flying W Ranch; Cabin Creek; cabin; building restoration; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Payette National Forest Heritage Program, Payette National Forest",,image/jpeg
fcrnrw_028a,fcrnrw_028a.jpg,/objects/thumbs/fcrnrw_028a_th.jpg,/objects/small/fcrnrw_028a_sm.jpg,/objects/fcrnrw_028a.jpg,DSC_0093.JPG,fcrnrw_028,UI Special Archives Cougar Dave Lewis Papers- MG 190003_ Bellingham place - above Cabin Cr. 1918 or after..jpg,"Mouth of Spring Creek, Cabin Creek",Micaela Petrini,2019-06-13,2019-06-13,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1341,-114.9342,,Spring Creek; wilderness reclamation; Cabin Creek; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_028b,fcrnrw_028b.jpg,/objects/thumbs/fcrnrw_028b_th.jpg,/objects/small/fcrnrw_028b_sm.jpg,/objects/fcrnrw_028b.jpg,UI Special Archives Cougar Dave Lewis Papers- MG 190003_ Bellingham place - above Cabin Cr. 1918 or after..jpg,fcrnrw_028,,The Caswell ranchouse at the mouth of Spring Creek,Creator Unknown,1918,c1918,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1341,-114.9342,,Caswell; ranchhouse; John Conyers; Dave Lewis; Charlie Meyers; Spring Creek; Cabin Creek; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Special Collections and Archives, University of Idaho Library",,image/jpeg
fcrnrw_029a,fcrnrw_029a.jpg,/objects/thumbs/fcrnrw_029a_th.jpg,/objects/small/fcrnrw_029a_sm.jpg,/objects/fcrnrw_029a.jpg,DSC_0118.JPG,fcrnrw_029,1680.0243_Cabin Creek Ranch_Equipment shed and Tractor_unknown date.jpg,Looking towards the Cabin Creek airstrip,Micaela Petrini,2019-06-13,2019-06-13,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1427,-114.9301,,Cabin Creek airstrip; backcountry aviation; airstrip; Cabin Creek; wilderness reclamation; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_029b,fcrnrw_029b.jpg,/objects/thumbs/fcrnrw_029b_th.jpg,/objects/small/fcrnrw_029b_sm.jpg,/objects/fcrnrw_029b.jpg,1680.0243_Cabin Creek Ranch_Equipment shed and Tractor_unknown date.jpg,fcrnrw_029,,"Bulldozer and grader on Hollenbeak property, Cabin Creek",Creator Unknown,,Date Unknown,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1427,-114.9301,,bulldozer; grader; Loren K Hollenbeak; development; Cabin Creek ranch; Cabin Creek airstrip; backcountry aviation; airstrip; Cabin Creek; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Payette National Forest Heritage Program, Payette National Forest",,image/jpeg
fcrnrw_030a,fcrnrw_030a.jpg,/objects/thumbs/fcrnrw_030a_th.jpg,/objects/small/fcrnrw_030a_sm.jpg,/objects/fcrnrw_030a.jpg,DSC_0638.JPG,fcrnrw_030,1680.0185 Airplane @ Cabin Creek That Flew Noel Routson Out Idaho NF 1931.tif,View of the now defunct upper airstrip at Cabin Creek,Micaela Petrini,2019-07-08,2019-07-08,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1462,-114.9281,,airstrip; backcountry aviation; Cabin Creek; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_030b,fcrnrw_030b.jpg,/objects/thumbs/fcrnrw_030b_th.jpg,/objects/small/fcrnrw_030b_sm.jpg,/objects/fcrnrw_030b.jpg,1680.0185 Airplane @ Cabin Creek That Flew Noel Routson Out Idaho NF 1931.tif,fcrnrw_030,,"Noel Routson, Dave Lewis and others with the first airplane that flew out of the upper airstrip at Cabin Creek",Creator Unknown,1931,1931,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1462,-114.9281,,Noel Routson; Dave Lewis; airstrip; backcountry aviation; Cabin Creek; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Payette National Forest Heritage Program, Payette National Forest",,image/jpeg
fcrnrw_031a,fcrnrw_031a.jpg,/objects/thumbs/fcrnrw_031a_th.jpg,/objects/small/fcrnrw_031a_sm.jpg,/objects/fcrnrw_031a.jpg,DSC_0780.JPG,fcrnrw_031,Garden Ranch Flat 1930s (J. Bayok - Holm Collection) (1).jpg,View of Horse Mountain from Garden Ranch Flat,Micaela Petrini,2019-07-08,2019-07-08,"Garden Ranch Flat; Frank Church-River of No Return Wilderness, ID",45.1337,-115.0106,,Horse Mountain; Garden Ranch; Garden Ranch flat; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_031b,fcrnrw_031b.jpg,/objects/thumbs/fcrnrw_031b_th.jpg,/objects/small/fcrnrw_031b_sm.jpg,/objects/fcrnrw_031b.jpg,Garden Ranch Flat 1930s (J. Bayok - Holm Collection) (1).jpg,fcrnrw_031,,Horse Mountain from Garden Ranch Flat with telephone poles in view,J. Bayok,1930,c1930s,"Garden Ranch Flat; Frank Church-River of No Return Wilderness, ID",45.1337,-115.0106,,Horse Mountain; Garden Ranch; Garden Ranch flat; telephone poles; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,J. Bayok - Holm Collection,,image/jpeg
fcrnrw_032a,fcrnrw_032a.jpg,/objects/thumbs/fcrnrw_032a_th.jpg,/objects/small/fcrnrw_032a_sm.jpg,/objects/fcrnrw_032a.jpg,DSC_0611.JPG,fcrnrw_032,Cabin Creek_1971_USFS.jpg,View of the Cabin Creek airstrip,Micaela Petrini,2019-07-08,2019-07-08,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1406,-114.9315,,Cabin Creek; wilderness reclamation; Cabin Creek airstrip; airstrip; backcountry aviation; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_032b,fcrnrw_032b.jpg,/objects/thumbs/fcrnrw_032b_th.jpg,/objects/small/fcrnrw_032b_sm.jpg,/objects/fcrnrw_032b.jpg,Cabin Creek_1971_USFS.jpg,fcrnrw_032,,View of Hollenbeak and Lanham developments on Cabin Creek,US Forest Service,1971,1971,"Cabin Creek; Frank Church-River of No Return Wilderness, ID",45.1406,-114.9315,,Loren K Hollenbeak; Rex Lanham; development; dam; Cabin Creek; Cabin Creek airstrip; airstrip; backcountry aviation; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,Holm Collection,,image/jpeg
fcrnrw_033a,fcrnrw_033a.jpg,/objects/thumbs/fcrnrw_033a_th.jpg,/objects/small/fcrnrw_033a_sm.jpg,/objects/fcrnrw_033a.jpg,DSC_0740.JPG,fcrnrw_033,Ed Krumpe Collection Taylor Ranch Old Pics. Cave at Cave Creek.tif,Cave at the mouth of Cave Creek,Micaela Petrini,2019-07-08,2019-07-08,"Cave Creek; Frank Church-River of No Return Wilderness, ID",45.1321,-114.956,,cave; Cave Creek; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_033b,fcrnrw_033b.jpg,/objects/thumbs/fcrnrw_033b_th.jpg,/objects/small/fcrnrw_033b_sm.jpg,/objects/fcrnrw_033b.jpg,Ed Krumpe Collection Taylor Ranch Old Pics. Cave at Cave Creek.tif,fcrnrw_033,,Cave at mouth of Cave Creek,Ed Krumpe,1980,c1980s,"Cave Creek; Frank Church-River of No Return Wilderness, ID",45.1321,-114.956,,cave; footbridge; Cave Creek; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,Ed Krumpe Collection,,image/jpeg
fcrnrw_034a,fcrnrw_034a.jpg,/objects/thumbs/fcrnrw_034a_th.jpg,/objects/small/fcrnrw_034a_sm.jpg,/objects/fcrnrw_034a.jpg,DSC_0759.JPG,fcrnrw_034,1-J. Bayok - Holm Collection - Vines 1930s 2.jpg,View of the Vines Airstrip area,Micaela Petrini,2019-07-08,2019-07-08,"Vines Airstrip; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1332,-114.9965,,Vines; Vines airstrip; backcountry aviation; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_034b,fcrnrw_034b.jpg,/objects/thumbs/fcrnrw_034b_th.jpg,/objects/small/fcrnrw_034b_sm.jpg,/objects/fcrnrw_034b.jpg,1-J. Bayok - Holm Collection - Vines 1930s 2.jpg,fcrnrw_034,,View of the Vines Airstrip area,J. Bayok,1930,c1930s,"Vines Airstrip; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1332,-114.9965,,Vines; Vines airstrip; backcountry aviation; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,J. Bayok - Holm Collection,,image/jpeg
fcrnrw_035a,fcrnrw_035a.jpg,/objects/thumbs/fcrnrw_035a_th.jpg,/objects/small/fcrnrw_035a_sm.jpg,/objects/fcrnrw_035a.jpg,DSC_0395.JPG,fcrnrw_035,Tammi Lesh- summer interns & Mia Looking East. Rush Pt. LO. 1987.jpg,Looking east from the Rush Point Lookout trail,Micaela Petrini,2019-07-05,2019-07-05,"Rush Point Lookout Trail; Frank Church-River of No Return Wilderness, ID",45.0951,-114.8884,,Rush Point; Rush Point lookout trail; fire; Bighorn Crags; Big Creek; Middle Fork of the Salmon River; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_035b,fcrnrw_035b.jpg,/objects/thumbs/fcrnrw_035b_th.jpg,/objects/small/fcrnrw_035b_sm.jpg,/objects/fcrnrw_035b.jpg,Tammi Lesh- summer interns & Mia Looking East. Rush Pt. LO. 1987.jpg,fcrnrw_035,,Taylor Wilderness Research Station summer intern Tammi Lesh looking east at the Rush Point Lookout trail,Creator Unknown,1987,1987,"Rush Point Lookout Trail; Frank Church-River of No Return Wilderness, ID",45.0951,-114.8884,,Rush Point; Rush Point lookout trail; Taylor Wilderness Research Station; summer intern; Bighorn Crags; Big Creek; Middle Fork of the Salmon River; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,Jim Akenson Collection,,image/jpeg
fcrnrw_036a,fcrnrw_036a.jpg,/objects/thumbs/fcrnrw_036a_th.jpg,/objects/small/fcrnrw_036a_sm.jpg,/objects/fcrnrw_036a.jpg,DSC_0037.JPG,fcrnrw_036,Old Ways_taken in front of the Lewis Lodge_1932.tif,The Lewis Cabin at Taylor Wilderness Research Station on Big Creek,Micaela Petrini,2019-05-26,2019-05-26,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1016,-114.8508,,buck and rail fence; Dave Lewis; Lewis Cabin; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wildnerness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_036b,fcrnrw_036b.jpg,/objects/thumbs/fcrnrw_036b_th.jpg,/objects/small/fcrnrw_036b_sm.jpg,/objects/fcrnrw_036b.jpg,Old Ways_taken in front of the Lewis Lodge_1932.tif,fcrnrw_036,,"Richard Rutledge throwing a diamond hitch, at the Lewis Lodge on Big Creek, Big Creek Ranger District",Creator Unknown,1932,1932,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1016,-114.8508,,Richard Rutledge; diamond hitch; Forest Service stock; Dave Lewis; Lewis Cabin; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wildnerness; Krassel Ranger District; Big Creek Ranger District; Payette National Forest,Taylor Wilderness Research Station,,image/jpeg
fcrnrw_037a,fcrnrw_037a.jpg,/objects/thumbs/fcrnrw_037a_th.jpg,/objects/small/fcrnrw_037a_sm.jpg,/objects/fcrnrw_037a.jpg,DSC_0191.JPG,fcrnrw_037,Cougar Dave Lewis Papers- MG 190005.png,"Looking north, at the Cliff Creek drainage across Big Creek, from the Taylor Wilderness Research Station",Micaela Petrini,2019-05-30,2019-05-30,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1023,-114.8503,,hay barn; fire; Cliff Creek; Big Creek; Taylor Wilderness Research Station; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_037b,fcrnrw_037b.jpg,/objects/thumbs/fcrnrw_037b_th.jpg,/objects/small/fcrnrw_037b_sm.jpg,/objects/fcrnrw_037b.jpg,Cougar Dave Lewis Papers- MG 190005.png,fcrnrw_037,,Pack string on the Dave Lewis property on Big Creek,Creator Unknown,1928,1896-1928,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1023,-114.8503,,pack string; Dave Lewis; Cougar Dave Lewis; Big Creek; Cliff Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Special Collections and Archives, University of Idaho Library",,image/jpeg
fcrnrw_038a,fcrnrw_038a.jpg,/objects/thumbs/fcrnrw_038a_th.jpg,/objects/small/fcrnrw_038a_sm.jpg,/objects/fcrnrw_038a.jpg,DSC_0124.JPG,fcrnrw_038,Cougar Dave Lewis Papers- MG 190006 1896-1928.png,"The Lewis Cabin at Taylor Wilderness Research Station, with the Cliff Creek drainage to the north",Micaela Petrini,2019-05-28,2019-05-28,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1015,-114.8506,,fire; Lewis Cabin; Taylor Wilderness Research Station; Cliff Creek; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_038b,fcrnrw_038b.jpg,/objects/thumbs/fcrnrw_038b_th.jpg,/objects/small/fcrnrw_038b_sm.jpg,/objects/fcrnrw_038b.jpg,Cougar Dave Lewis Papers- MG 190006 1896-1928.png,fcrnrw_038,,The Lewis Cabin at Taylor Wilderness Research Station on Big Creek,Creator Unknown,1928,1896-1928,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1015,-114.8506,,Lewis Cabin; Dave Lewis; Cougar Dave Lewis; Big Creek; Cliff Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Special Collections and Archives, University of Idaho Library",,image/jpeg
fcrnrw_039a,fcrnrw_039a.jpg,/objects/thumbs/fcrnrw_039a_th.jpg,/objects/small/fcrnrw_039a_sm.jpg,/objects/fcrnrw_039a.jpg,DSC_0132.JPG,fcrnrw_039,Cougar Dave Lewis Papers- MG 190006 1896-1928 (1).png,"View of the Cliff Creek drainage north of Big Creek, from Taylor Wilderness Research Station",Micaela Petrini,2019-05-28,2019-05-28,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1021,-114.8505,,fire; Cliff Creek; Big Creek; Taylor Wilderness Research Station; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_039b,fcrnrw_039b.jpg,/objects/thumbs/fcrnrw_039b_th.jpg,/objects/small/fcrnrw_039b_sm.jpg,/objects/fcrnrw_039b.jpg,Cougar Dave Lewis Papers- MG 190006 1896-1928 (1).png,fcrnrw_039,,"Man with mule, Cliff Creek drainage to the north, Dave Lewis property",Creator Unknown,1928,1896-1928,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1021,-114.8505,,mule; Cliff Creek; Dave Lewis; Cougar Dave Lewis; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Special Collections and Archives, University of Idaho Library",,image/jpeg
fcrnrw_040a,fcrnrw_040a.jpg,/objects/thumbs/fcrnrw_040a_th.jpg,/objects/small/fcrnrw_040a_sm.jpg,/objects/fcrnrw_040a.jpg,DSC_0174.JPG,fcrnrw_040,Cougar Dave Lewis Papers- MG 190002.pdf,"View of the Lewis Cabin, Taylor Wilderness Research Station",Micaela Petrini,2019-05-30,2019-05-30,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1022,-114.8503,,buck and rail fence; Dave Lewis; Cougar Dave Lewis; Lewis Cabin; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wildnerness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_040b,fcrnrw_040b.jpg,/objects/thumbs/fcrnrw_040b_th.jpg,/objects/small/fcrnrw_040b_sm.jpg,/objects/fcrnrw_040b.jpg,Cougar Dave Lewis Papers- MG 190002.jpg,fcrnrw_040,,Uncle Dave Lewis' Cabin on Lower Big Creek,W.H. Bolles,1928,1928,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1022,-114.8503,,Dave Lewis; Cougar Dave Lewis; Lewis Cabin; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wildnerness; Krassel Ranger District; Payette National Forest,"Special Collections and Archives, University of Idaho Library",,image/jpeg
fcrnrw_041a,fcrnrw_041a.jpg,/objects/thumbs/fcrnrw_041a_th.jpg,/objects/small/fcrnrw_041a_sm.jpg,/objects/fcrnrw_041a.jpg,DSC_0906.JPG,fcrnrw_041,7300.0286 Dave Lewis Ranch Big Creek Payette NF 1950.tif,"View of the Lewis Cabin, Taylor Wilderness Research Station",Micaela Petrini,2019-06-08,2019-06-08,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1023,-114.8505,,buck and rail fence; Dave Lewis; Cougar Dave Lewis; Lewis Cabin; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wildnerness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_041b,fcrnrw_041b.jpg,/objects/thumbs/fcrnrw_041b_th.jpg,/objects/small/fcrnrw_041b_sm.jpg,/objects/fcrnrw_041b.jpg,7300.0286 Dave Lewis Ranch Big Creek Payette NF 1950.tif,fcrnrw_041,,"Dave Lewis Ranch on Big Creek, Payette National Forest",Creator Unknown,1950,1950,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1023,-114.8505,,winter; Dave Lewis; Cougar Dave Lewis; Lewis Cabin; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wildnerness; Krassel Ranger District; Payette National Forest,"Payette National Forest Heritage Program, Payette National Forest",,image/jpeg
fcrnrw_042a,fcrnrw_042a.jpg,/objects/thumbs/fcrnrw_042a_th.jpg,/objects/small/fcrnrw_042a_sm.jpg,/objects/fcrnrw_042a.jpg,DSC_0062.JPG,fcrnrw_042,1680.0225_Taylor Ranch (1).jpg,View of Taylor Wilderness Research Station from the north side of Big Creek,Micaela Petrini,2019-07-02,2019-07-02,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1042,-114.8506,,hay barn; fire; Big Creek; Taylor Wilderness Research Station; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_042b,fcrnrw_042b.jpg,/objects/thumbs/fcrnrw_042b_th.jpg,/objects/small/fcrnrw_042b_sm.jpg,/objects/fcrnrw_042b.jpg,1680.0225_Taylor Ranch (1).jpg,fcrnrw_042,,View of Taylor Wilderness Research Station from the north side of Big Creek,Creator Unknown,,Date Unknown,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1042,-114.8506,,Big Creek; Taylor Wilderness Research Station; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Payette National Forest Heritage Program, Payette National Forest",,image/jpeg
fcrnrw_043a,fcrnrw_043a.jpg,/objects/thumbs/fcrnrw_043a_th.jpg,/objects/small/fcrnrw_043a_sm.jpg,/objects/fcrnrw_043a.jpg,DSC_0855.JPG,fcrnrw_043,Interns Cabin.jpg,"Jim Peek Lab, Intern cookhouse, and DeVlieg Cabin in the background at Taylor Wilderness Research Station",Micaela Petrini,2019-06-08,2019-06-08,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1023,-114.8507,,buck and rail fence; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_043b,fcrnrw_043b.jpg,/objects/thumbs/fcrnrw_043b_th.jpg,/objects/small/fcrnrw_043b_sm.jpg,/objects/fcrnrw_043b.jpg,Interns Cabin.jpg,fcrnrw_043,,Stock and intern's cabin at Taylor Wilderness Research Station,Jim and Holly Akenson,1980,c1980s,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1023,-114.8507,,stock; buck and rail fence; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Special Collections and Archives, University of Idaho Library",,image/jpeg
fcrnrw_044a,fcrnrw_044a.jpg,/objects/thumbs/fcrnrw_044a_th.jpg,/objects/small/fcrnrw_044a_sm.jpg,/objects/fcrnrw_044a.jpg,DSC_0245.JPG,fcrnrw_044,Landing strip at the ranch_Big Creek.jpg,"View of the landing strip at Taylor Wilderness Research Station, with Big Creek on the northern side",Micaela Petrini,2019-05-30,2019-05-30,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1027,-114.8517,,Taylor Ranch airstrip; backcountry aviation; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_044b,fcrnrw_044b.jpg,/objects/thumbs/fcrnrw_044b_th.jpg,/objects/small/fcrnrw_044b_sm.jpg,/objects/fcrnrw_044b.jpg,Landing strip at the ranch_Big Creek.jpg,fcrnrw_044,,"View of the landing strip at Taylor Wilderness Research Station, with Big Creek on the northern side",Creator Unknown,2002,2002,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1027,-114.8517,,Taylor Ranch airstrip; backcountry aviation; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Special Collections and Archives, University of Idaho Library: TaylorRanch_UA2017-39002",,image/jpeg
fcrnrw_045a,fcrnrw_045a.jpg,/objects/thumbs/fcrnrw_045a_th.jpg,/objects/small/fcrnrw_045a_sm.jpg,/objects/fcrnrw_045a.jpg,DSC_0215.JPG,fcrnrw_045,1680.0236_Taylor Landing Field on Big Creek_1954 (3 of 3).jpg,"View of the landing strip at Taylor Wilderness Research Station, with Big Creek on the northern side",Micaela Petrini,2019-05-30,2019-05-30,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1029,-114.8522,,Taylor Ranch airstrip; backcountry aviation; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
fcrnrw_045b,fcrnrw_045b.jpg,/objects/thumbs/fcrnrw_045b_th.jpg,/objects/small/fcrnrw_045b_sm.jpg,/objects/fcrnrw_045b.jpg,1680.0236_Taylor Landing Field on Big Creek_1954 (3 of 3).jpg,fcrnrw_045,,Landing strip and three men on horseback at the Jess Taylor Ranch on Big Creek,Creator Unknown,1954,1954,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1029,-114.8522,,Jess Taylor Ranch; stock; Taylor Ranch airstrip; backcountry aviation; Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,"Payette National Forest Heritage Program, Payette National Forest",,image/jpeg
fcrnrw_046a,fcrnrw_046a.jpg,/objects/thumbs/fcrnrw_046a_th.jpg,/objects/small/fcrnrw_046a_sm.jpg,/objects/fcrnrw_046a.jpg,DSC_0474.JPG,fcrnrw_046,1680.0236_Jess Taylor Ranch_on Big Creek_1954 (1 of 3).jpg,Lower hayfield on the Taylor Wilderness Research Station property,Micaela Petrini,2019-05-31,2019-05-31,"Taylor Wilderness Research Station; Big Creek; Frank Church-River of No Return Wilderness, ID",45.1032,-114.8477,,Taylor Wilderness Research Station; Big Creek; Frank Church River of No Return Wilderness; Krassel Ranger District; Payette National Forest,,,image/jpeg
